-17.16666667,6.625,1014.458333,51.59166667,0,0,27,62,1.48,27,10,-4,16,1
-9.208333333,0.375,1018.333333,3.569583333,0,0,71,92,3.4,8,9,-2,5,3
-13.375,2.75,1022.125,5.996666667,0,0,28,52,1.3,32,9,-5,8,1
-7.25,-2,1022.875,2.924166667,0,0,40,76,2.84,4,4,-5,5,3
-11.08333333,-0.916666667,1024.291667,15.23708333,0,0,35,67,2.29,15,6,-5,10,2
-5.291666667,-0.916666667,1026,10.35541667,0.375,0,46,68,2.38,4,2,-3,5,3
-12.25,-0.083333333,1026.875,9.57125,0,0,34,59,1.97,20,5,-5,8,2
-23,-3.375,1033.625,25.7375,0,0,13,21,0.51,43,0,-9,14,0
-25.79166667,-4.416666667,1031.791667,21.795,0,0,19,34,0.8,35,1,-9,11,0
-23.25,-4.75,1030.75,3.985,0,0,53,70,1.89,9,4,-7,6,2
-20.79166667,-3.791666667,1030.333333,3.5,0,0,77,92,2.8,8,4,-5,6,3
-24.26315789,-1.421052632,1036.052632,8.467894737,0,0,25,36,0.69,39,3,-8,16,0
-19.5,-5.5,1031.833333,1.934166667,0,0,66,78,2.3,9,2,-9,5,2
-18.29166667,-3.833333333,1033.875,4.506666667,0,0,67,75,2.37,12,4,-7,8,2
-17.08333333,-2.833333333,1031.083333,4.412083333,0,0,74,91,2.8,10,3,-3,5,3
-8.458333333,-0.916666667,1027.916667,4.1725,0,0,110,122,4.45,9,5,-4,6,3
-13.66666667,0.5,1031.333333,18.00791667,0.166666667,0,67,76,2.51,12,6,-6,13,3
-17.45833333,0.458333333,1032.666667,18.32458333,0,0,43,62,1.57,21,6,-4,11,1
-10.54166667,0.041666667,1024.833333,11.32208333,0,0,71,72,2.51,17,6,-4,11,2
-22.08333333,0.041666667,1029.583333,175.3520833,0,0,6,15,0.32,56,3,-7,31,0
-21.75,-1.208333333,1032.041667,109.3654167,0,0,33,45,0.95,31,5,-6,14,1
-18.18181818,-3.772727273,1023.818182,3.473181818,0,0,74,92,2.3,8,7,-3,5,3
-14.04166667,-3.083333333,1016.791667,1.58125,0,0,78,92,2.78,12,6,-2,5,3
-16.95833333,2.5,1017.291667,10.63625,0,0,23,39,0.88,41,8,-3,10,3
-19.125,1.791666667,1027,9.405416667,0,0,45,47,0.99,29,7,-5,10,0
-10.58333333,-1.041666667,1029.125,15.93125,0,0,56,60,1.78,23,4,-5,10,1
-14.29166667,0.5,1019.125,15.55833333,0,0,28,39,0.92,42,10,-6,10,2
-16.125,-0.041666667,1027.75,19.48125,0,0,70,75,2.3,9,5,-5,11,1
-8.833333333,-2.5,1014.916667,4.31875,0,0,37,44,1.16,42,7,-2,6,2
-17.66666667,1.958333333,1017.791667,12.57208333,0,0,63,47,1.44,21,7,-4,10,2
-3.625,2.666666667,1016,9.558333333,0,0,51,57,1.99,7,5,-2,8,3
-15.95833333,4.416666667,1015.041667,38.05458333,0,0,18,30,1.19,43,6,0,6,1
-33.33333333,-1.208333333,1026.875,54.11666667,0,0,4,8,0.3,69,9,-4,16,0
-31.70833333,-3,1029.625,33.06291667,0,0,19,21,0.62,56,2,-7,19,0
-18.16666667,-3.916666667,1028.708333,5.3775,0,0,52,48,1.58,25,2,-8,13,2
-13.04166667,-2.375,1029.916667,2.3075,0,0,67,65,2.08,20,1,-5,5,2
-7.25,-3.375,1027.333333,37.86125,7.125,0,34,51,1.45,23,0,-4,5,2
-11.91666667,-2.958333333,1027.833333,23.455,4.375,0,23,38,1.27,33,-1,-4,10,1
-21.375,-5.875,1036.458333,63.96416667,0,0,15,17,0.45,55,0,-9,11,0
-19.79166667,-6.333333333,1035.041667,14.58541667,0,0,25,37,0.74,42,-1,-10,16,0
-15.54166667,-6.041666667,1028.291667,4.506666667,0,0,58,78,2.09,17,0,-10,10,2
-16.45833333,-2.666666667,1032.291667,10.04125,0,0,53,77,2.15,21,0,-8,5,2
-10.58333333,-2.208333333,1034.833333,43.97916667,0.125,0,74,84,2.85,16,2,-6,8,3
-9,-3.125,1026.458333,2.081666667,0,0,73,94,3.11,13,1,-6,10,3
-7.958333333,-1.791666667,1024.416667,3.55875,0,0,102,107,3.75,14,3,-5,5,3
-9.625,0.75,1029.083333,14.49333333,0,0,79,87,3.18,26,4,-4,5,3
-13.45833333,0.875,1034.75,14.13791667,0,0,65,71,2.03,30,4,-4,10,2
-11.86956522,-1.47826087,1032.347826,18.52478261,0.043478261,0,37,61,1.13,26,3,-4,8,1
-13.08333333,-0.541666667,1028.666667,6.946666667,0,0,34,61,1.23,29,2,-4,8,2
-6.043478261,-1.739130435,1030.217391,16.83173913,0.130434783,0,43,78,2.16,9,5,-5,8,3
-6.291666667,-0.875,1028.291667,1.99375,0,0,77,103,2.67,20,5,-4,6,3
-4.708333333,2.666666667,1029.791667,6.870833333,0,0,99,101,3.32,11,6,-2,3,3
-5.608695652,1.782608696,1030.73913,4.967391304,0,0,128,92,3.61,9,4,-1,6,3
-4.958333333,3.458333333,1027.416667,2.772083333,0,0,133,119,4.74,10,4,-1,5,3
-4.291666667,2.458333333,1026.041667,2.6975,0,0,75,121,5.29,8,7,1,5,3
-1.166666667,4.666666667,1022.833333,4.1325,0,0.291666667,80,105,3.7,13,9,1,3,3
-16.41666667,4.458333333,1028.625,27.98041667,0,0,12,22,0.43,57,9,2,6,0
-7.5,1.416666667,1026.583333,3.854583333,0,0,32,71,1.5,15,9,-2,19,2
-15.375,5.083333333,1023.291667,14.95375,0,0,23,48,0.84,50,5,-2,6,2
-8.166666667,3.875,1022.458333,7.989166667,0,0,60,93,2.55,19,10,-2,11,3
-5.916666667,1,1021.958333,5.923333333,0,0,95,102,4.17,5,11,-2,10,3
-19.25,4.125,1026.083333,46.21375,0,0,28,40,1.3,43,8,1,6,1
-21.41666667,2.333333333,1028.208333,32.35208333,0,0,16,34,0.77,49,8,-3,14,0
-26.625,2.75,1029.791667,12.61083333,0,0,14,29,0.6,55,9,-2,13,0
-18.66666667,2.5,1029.375,7.564166667,0,0,24,47,1.02,35,7,-3,13,1
-7.541666667,3.75,1023.416667,6.61625,0,0,69,95,2.37,26,8,0,10,3
-9.791666667,3.291666667,1025.958333,10.32125,0,0,45,68,1.59,37,8,0,6,2
-7.333333333,2.75,1023.916667,10.0425,0,0,53,72,1.67,22,10,-2,8,2
-6.416666667,6.833333333,1017.666667,6.946666667,0,0,75,82,2.38,36,11,2,6,3
-19.125,7.083333333,1025.333333,8.45375,0,0,8,25,0.4,63,12,3,8,0
-21.125,6.583333333,1021.666667,8.719166667,0,0,14,37,0.63,51,10,-2,16,0
-21.29166667,11.08333333,1018,37.14041667,0,0,13,31,0.51,63,13,3,10,0
-10.5,11,1010.75,10.69208333,0,0,42,89,1.46,28,16,2,19,2
-9.041666667,11.625,1014.916667,13.05125,0,0,76,72,2.11,51,19,5,6,2
-7.666666667,12.79166667,1012.041667,40.80791667,0,0,26,49,1.2,45,17,4,10,2
-9.708333333,11.70833333,1021.916667,35.96416667,0,0,16,35,0.61,71,19,6,13,1
-7.833333333,8.791666667,1022.541667,18.43916667,0,0,16,45,0.77,48,16,6,14,1
-16,11.75,1026.25,33.84041667,0,0,5,22,0.38,66,10,5,10,0
-14.86956522,14.43478261,1020.217391,13.32956522,0,0,11,43,0.62,52,17,4,14,0
-13.875,14.58333333,1017.5,10.33625,0,0,16,53,0.84,49,20,5,13,1
-4.875,12.5,1023.291667,14.03875,0,0,41,67,1.53,76,23,6,10,3
0.208333333,12.875,1013.875,5.69375,0,0,46,89,1.54,89,20,7,6,3
1.208333333,14.70833333,1010.083333,6.12375,0,0,44,110,1.98,65,22,8,5,3
6.083333333,15.5,1010.083333,4.92625,0,0,33,106,2.37,15,23,9,6,3
4.541666667,13.41666667,1011.291667,6.05,0,0,24,66,1.69,38,24,10,5,3
6.083333333,15.91666667,1007.791667,6.924166667,0,0.416666667,7,36,0.58,60,23,13,5,2
0.958333333,16.33333333,1012.666667,5.29,0,0,8,57,0.54,47,21,11,8,1
-4.875,18.04166667,1015,7.730416667,0,0,34,80,1.75,45,22,10,8,0
