2.146202228,-0.170591007,0.134733222,0.020292206,-0.034050398
46.23673129,0.35404524,-0.237459805,0.068706153,0.041459489
-0.17361328,-0.199868558,0.243226394,0.046129701,0.006001451
-0.173184746,-0.200750864,0.29188112,0.029820343,-0.016206052
-0.17329001,-0.200594162,0.281226523,0.018066491,-0.027171185
-0.173302523,-0.200473573,0.27742394,0.008102628,-0.034960589
-0.173737997,-0.199495462,0.224285075,0.037366208,-0.052369817
-0.173814842,-0.199409206,0.218187717,0.021086464,-0.037142923
-0.173639674,-0.199745743,0.23853695,-0.005526767,-0.029478489
-0.173478736,-0.200245676,0.261856644,-0.00377859,-0.006690328
-0.173464744,-0.20024318,0.261362891,0.042203188,-0.012905832
-0.173599354,-0.199980866,0.248242887,0.040846385,0.041710283
-0.174000278,-0.199089094,0.197562346,0.053239085,-0.041790152
-0.173464731,-0.200199128,0.262104345,-0.038559271,-0.016263646
-0.17365597,-0.199630541,0.234647539,-0.018308533,-0.038645825
-0.173970582,-0.199008119,0.198600262,0.004672796,-0.042310729
-0.174233721,-0.198488736,0.169074749,0.006218264,-0.040474957
-0.174908729,-0.197140827,0.0925971,0.018468209,-0.040241125
-0.17420309,-0.198737859,0.179116071,-0.023373272,-0.004820102
-0.173483179,-0.200348763,0.265341779,-0.023302351,0.015105359
-0.173695827,-0.199890074,0.240826872,-0.017452496,0.028741915
-0.174069667,-0.199220991,0.199246293,0.004492489,0.00643609
-0.174635169,-0.198016726,0.131263204,0.049648838,-0.028753907
-0.175111323,-0.19709784,0.078102977,0.071508738,-0.019388318
-0.174338451,-0.19880208,0.171279018,0.028682815,0.007690438
-0.174591487,-0.198483068,0.146992457,0.054458637,0.016213483
-0.174880181,-0.197857466,0.112675347,0.065786468,0.009100464
-0.174611848,-0.198227999,0.140096845,0.027724003,0.017833211
-0.174329719,-0.198395056,0.161189472,0.002086895,-0.028006269
-0.174044908,-0.199104619,0.196540397,0.015081365,-0.026933697
-0.174002161,-0.199343759,0.205381565,0.023719747,-0.014590798
-0.174101382,-0.199181128,0.19457792,0.036411662,-0.01969029
-0.174046114,-0.199073185,0.19628973,-0.005355669,-0.023726947
2.01004581,-0.172970647,0.177869836,-0.016365955,-0.022382678
5.422087692,-0.131198413,0.084284585,0.02718157,-0.04123341
-0.174883925,-0.197179362,0.094401497,0.038156635,-0.047488263
-0.174649085,-0.197880025,0.127980859,0.013445052,-0.025636413
-0.174010071,-0.199552186,0.211655141,0.004130903,0.018957636
-0.173638748,-0.200188256,0.25141681,-0.025372929,0.01149173
-0.173616933,-0.200153758,0.251185217,-0.018381706,-0.005845902
-0.174039942,-0.199207722,0.199725775,0.013594294,-0.018602375
-0.173809705,-0.19976721,0.229137795,-0.008811616,-0.00638139
-0.173579953,-0.200243465,0.255717074,-0.016895918,-0.005796876
-0.173929664,-0.199355804,0.210525621,0.003184474,-0.021981772
-0.174279567,-0.198872701,0.176593248,0.031279297,0.004511384
-0.174444825,-0.198569452,0.157559312,0.045613249,-0.015707126
-0.174994782,-0.197447255,0.093735545,0.08071213,-0.024707804
-0.175318448,-0.196635688,0.052408911,0.091810257,-0.037590135
-0.175456676,-0.196467651,0.040437317,0.077199083,-0.019845075
-0.174969045,-0.197175262,0.089311832,0.046267186,-0.029614729
-0.17562893,-0.195853124,0.011959219,0.12207766,-0.056737289
-0.17606685,-0.195001646,-0.036609994,0.121457632,-0.048678613
-0.175403128,-0.196217037,0.038211169,0.038607669,-0.030489623
-0.174934515,-0.197263368,0.094760305,0.023152879,-0.01448118
1.326665673,-0.179396081,0.085061061,0.040041735,-0.034732747
2.691813115,-0.163453312,0.089139042,0.018196739,-0.02405573
3.78396206,-0.150516467,0.089157391,0.018873522,-0.023196517
-0.174890441,-0.197411752,0.10108872,0.025398991,-0.01691458
-0.17482343,-0.197455563,0.106598685,0.00554513,-0.025869436
-0.175790575,-0.155840903,0.049234773,0.048763646,-0.038586709
-0.174365459,-0.198862807,0.171720746,0.021984188,0.022102856
-0.17389262,-0.19956387,0.21980916,-0.028514941,0.007816905
-0.037360545,-0.197695036,0.214445991,-0.059658017,-0.013955571
8.835577743,-0.092409062,0.162334323,-0.093465546,-0.002840755
-0.173707906,-0.199877223,0.240274246,-0.030090559,0.035365254
-0.174776935,-0.197815275,0.117972051,0.0401014,-0.015285629
-0.175601511,-0.196036594,0.019173639,0.104682565,-0.041614905
-0.17523351,-0.197133213,0.072411659,0.057377877,0.00554033
-0.174641104,-0.197994239,0.132716691,-0.012111779,-0.002647409
10.87897909,0.177932067,0.003235134,0.02111938,-0.02032001
-0.174750628,-0.197723289,0.118621295,0.017291445,0.005065062
-0.174694267,-0.197848814,0.124312568,0.019020606,-0.022502354
-0.17461553,-0.198175536,0.138759231,-0.004041314,0.001214028
-0.038461786,-0.195398668,0.084881253,0.02077389,-0.040737962
-0.179020638,0.048846402,-0.046847646,0.114586987,-0.060287995
-0.175845276,-0.195704553,-0.002454693,0.098221747,0.013792607
-0.17561136,-0.196222248,0.025375112,0.060219241,-0.007637829
-0.17567474,-0.19613641,0.019713489,0.058040768,0.004959344
-0.17520967,-0.196990824,0.0716638,0.0079864,0.00744852
-0.177965925,0.046382061,0.085969571,-0.00290694,0.000375477
-0.174722271,-0.197946961,0.126517774,-0.011183027,0.001676521
-0.175231922,-0.197032621,0.070361729,0.03185458,-0.002598181
-0.174870101,-0.197616873,0.109138875,-0.016461286,0.002899417
-0.174850472,-0.19762452,0.110955353,-0.031021016,0.003762628
-0.180401059,0.249619377,0.078860099,-0.031116542,-0.010401265
-0.254008862,6.482940976,0.147108206,-0.004963882,-0.015307301
-0.175756082,-0.19598463,0.011647938,0.028608938,0.009141592
-0.175181515,-0.197410273,0.085048638,0.043583651,0.068150285
-0.175101564,-0.197461956,0.089948016,0.036859244,0.021125498
-0.175460054,-0.196505888,0.042838905,0.03468121,-0.001034464
-0.176204916,-0.195185915,-0.037709537,0.061472277,1.06E-05
-0.177314383,-0.073683117,-0.008529296,0.020956387,-0.015868664
-0.175053828,-0.197588921,0.097749759,-0.019967431,0.02878121
-0.175498078,-0.196521222,0.042379115,-0.0031314,0.018334605
-0.176368187,-0.194640716,-0.060326652,0.061128869,0.035375492
-0.176045103,-0.19510417,-0.029548774,0.037384048,-0.01609267
-0.175542325,-0.196489397,0.03785187,0.024349432,0.010559877
-0.185476153,0.656115828,0.049290805,0.021268825,-0.00804577
-0.175841003,-0.156017987,0.052623285,0.028910002,0.01193465
-0.17468697,-0.198281003,0.139755281,0.00561577,0.093035835
-0.174860404,-0.197735718,0.113091974,-0.025199487,0.008431754
-0.175246592,-0.196510599,0.057362154,-0.006645884,-0.005447527
-0.175538943,-0.195965753,0.024827757,-0.004853005,-0.018644101
-0.175350921,-0.196289127,0.046244251,-0.025674361,0.009783002
-0.176131361,-0.194859827,-0.040466036,0.007176046,-0.01978697
-0.178969066,0.048630022,-0.033629879,-0.006723741,-0.011672244
-0.175767095,-0.195675872,0.004341405,-0.030861999,-0.002789517
