,0,1,2,3,4,5
0,1.86293031826682,-0.6384986357451697,0.9182207382275717,-0.11617902675649355,0.1307162312742393,0.5036347611857188
1,4.504444195167683,-11.037204827123949,21.54296310879438,7.1387915410332,0.9447113325978795,-0.5286542215063891
2,3.262275339696681,0.9834032136912318,-0.24907696542942995,1.0667027468151271,0.1736555494427492,0.5621228381573368
3,3.4926038530697117,0.35462742329844466,-0.23055409929503465,-0.19638816170628565,0.16572730218316817,0.39291815327582025
4,3.1615033437484534,-0.0995618257371814,-0.2158738536027089,-0.9473388110368459,0.16982350216387726,0.21822722343715092
5,3.0343735608386497,-0.20406543511389233,-0.1976102035611852,-1.1154782470408195,0.06256269554932355,0.2927018510653992
6,2.459346235221406,-0.30845823901295966,-0.1791076686241568,-1.131324861963199,0.3720780540365705,0.5314915870849216
7,2.4191260643733843,-0.17873282801632384,-0.1887319620651502,-0.8719195500308909,0.1835610270313084,0.3929305781830386
8,2.594625171368074,-0.1330327755684337,-0.1863715260196473,-0.8498680395889723,-0.11702385415613828,0.31434032949644736
9,3.012164572257712,0.16349526062666347,-0.22327009592080788,-0.40630845867936166,-0.12310437762049439,0.12364859715239127
10,3.212866840168301,0.39326203454485287,-0.2370559490019263,-0.026419023294533352,0.3030944063746461,0.37341936091366335
11,3.61374717830477,1.673598878702555,-0.28623254492069883,2.2646209036728293,-0.034081183708600166,0.5142014503038406
12,2.2819163335298587,-0.17423328421461717,-0.1986375276171342,-0.8065476906521082,0.5412074627338151,0.4503556922305803
13,2.7649729474612776,-0.19160358184631332,-0.19363664751168885,-1.014439674345956,-0.42699242078092736,0.04220315528115323
14,2.4295953229301563,-0.3128758362277261,-0.166217498167048,-1.1478654928208472,-0.23176521228990582,0.35126606635495944
15,2.0973445512052575,-0.29785194809682836,-0.16745629545932797,-1.0069604847013953,0.012361524132467903,0.43047047130555494
16,1.779039104429262,-0.294682013229097,-0.16504186696589954,-0.898681569117877,0.029759727044473005,0.4243843892622696
17,0.9620341039411009,-0.3101892050131406,-0.15745202539191552,-0.6645585771832294,0.16482368897476013,0.45914483996416344
18,1.9972338331450252,0.05343471972496125,-0.19765380085452006,-0.30188489500215454,-0.32278655818128094,0.10196629441941057
19,3.1084628259999336,0.36717054408129535,-0.24189369771691271,-0.047574856407220895,-0.3525161532808222,-0.07671300120716704
20,3.0159517457756913,0.7608473297779443,-0.2512388946353967,0.7240552505191743,-0.399199213539035,0.036100914703588685
21,2.381970039355325,0.18991109093763198,-0.2374982847079486,-0.13972349509326437,0.002429194629888491,-0.0565783423797053
22,1.5204989548047452,-0.3075954497433727,-0.2088984956755273,-0.7996466157817733,0.5913332949618535,0.14993114301968324
23,1.103818841786328,-0.05399808179564089,-0.2204442536170031,-0.17919870930783605,0.7702906748292098,0.2165939740261433
24,2.1394746682462893,0.15590707434279377,-0.25189001899601327,-0.10970645965561879,0.303481306694446,-0.12630534802261464
25,1.9859439876088476,0.1991898199904778,-0.2785336377544676,0.044499465487927374,0.6212232335765379,-0.27078519342353286
26,1.6039351936255581,0.1420947290567528,-0.26816974482418254,0.05696611990101607,0.7432268855191967,-0.17303193838992137
27,1.8926970395782792,0.39693617096030964,-0.2538984383877592,0.4213735239634577,0.2241268780067238,-0.06789881219108417
28,1.7397676688995058,-0.19884022804711046,-0.17921045753198903,-0.6975413338729076,-0.01125525276277016,0.28830263027098607
29,2.1553727197818664,-0.26591240366596447,-0.20073812556754678,-0.940481580763247,0.18478398939998494,0.14942390389569127
30,2.348735954715356,-0.15139896963771873,-0.22696224028736098,-0.769702004077759,0.2916836274885549,-0.0056430967022972085
31,2.2213622494934118,-0.2586598267386491,-0.2282165260098084,-0.9251556767333492,0.4648992680606586,-0.017598254974204103
32,2.088652269455901,-0.28651599521302323,-0.1924812926885336,-0.966289964914268,-0.03727672187547369,0.10490325909884464
33,2.2285171205263685,-0.6262467623698386,0.8490953888418823,-0.2996047370423559,-0.24034703729794593,0.2831896218410288
34,1.69673585652994,-1.6805718828289695,2.4670077248461966,0.027698160442562268,0.28655679981101356,0.44193376994295147
35,1.0228693254432752,-0.32315924223964276,-0.1594840506931641,-0.7040591448750929,0.3761064609102347,0.5500567228492679
36,1.3744552661642853,-0.31352678346839924,-0.18800622198270728,-0.7838767988926351,0.1740239528734483,0.15082499033429922
37,2.5368107654842067,0.15124201681756683,-0.26369655548369597,-0.24327424866032882,0.06809916740318739,-0.34299941144521745
38,2.815806415927238,-0.006938312710078918,-0.24373848834342976,-0.6482699152563555,-0.23770326993995314,-0.3324400601546042
39,2.715482683446521,-0.245004404854837,-0.22601395993353682,-1.0710682010560377,-0.12439380416099545,-0.23026999354702937
40,2.219029578064934,-0.2272062719359444,-0.21390474939047008,-0.8797446578955022,0.1852666867671746,0.024874872651570745
41,2.507953502099774,-0.21806656346290723,-0.2259886304262476,-0.9516643544000751,-0.029125610514788514,-0.19046499119512536
42,2.7680555458769693,-0.25335239268508936,-0.2284785614560913,-1.101758242422833,-0.10187270272192064,-0.24583982453720699
43,2.291482710325136,-0.2469604889798256,-0.20355914424853863,-0.949368206909027,0.058394127778977144,0.07897749380137478
44,2.2083849723500277,0.1841301576031366,-0.24831135982731906,-0.08180711326914031,0.31096535631732564,-0.049362859263359364
45,1.8432581386763645,-0.27369988504339354,-0.23404083386063043,-0.8241022054075192,0.5881306601759394,-0.0873793369054176
46,1.2169939269500512,-0.2902528243433454,-0.229247135351215,-0.6486100917369548,0.9617095083662225,0.07115176886360876
47,0.7565414263927013,-0.3033775939952775,-0.20533324612152168,-0.5385117532388246,1.037408589138378,0.3267343240564366
48,0.6610265309424983,-0.17771801635645096,-0.21944994693610895,-0.26510046863298775,0.8792761331863863,0.1391158792698107
49,1.1022204548322856,-0.11895358234817971,-0.18893612682962482,-0.32663003386879935,0.4579877937600819,0.3856883596451156
50,0.3459450564641281,-0.3337340178504286,-0.18476757590983559,-0.4713930685072422,1.3237490007357942,0.6523425317466897
51,-0.15021791797740636,-0.2512679689871324,-0.18484452754835343,-0.1557922031953128,1.302549699870441,0.6220339321985526
52,0.5083246526168474,-0.11428025319851012,-0.1701687596935215,-0.13895263656384135,0.3488220276927536,0.46985785811411346
53,1.1835730731415623,0.0566512335001807,-0.1945317855265775,-0.025394726345159904,0.17108040292437418,0.29143956889215944
54,1.2280845266304152,-0.5163401519124898,0.5293924454753248,-0.18473109551947292,0.38093125010285195,0.4635436172744972
55,1.4101631989215844,-0.8977872024481173,1.1641895099813322,-0.10464211400025372,0.19040272549193082,0.24285930503420558
56,1.673260351163841,-0.8524961794903939,1.6855609090201469,0.5671794604369066,0.07497897608406141,0.5054173377960395
57,1.2111206603486668,-0.07841056872451124,-0.19789876581753935,-0.28330247554176113,0.24639201981737355,0.2044403277523425
58,1.1222820841196381,-0.27808851148944946,-0.17587435698760223,-0.6455942198646362,0.05881337908227261,0.22225077046775626
59,0.5787308483320998,-0.24144820283964855,-0.14909179351878799,-0.4718261732133726,0.5065159162811772,0.4520093969886535
60,2.1935551638268738,0.26422881268869086,-0.26913873743300426,0.08607356017157988,0.2364856417306692,-0.29184426836099386
61,2.4583136340794556,0.03391469409123335,-0.22637712971134336,-0.4685990591876284,-0.31487336689339407,-0.18847716685227692
62,2.183388589140409,-0.25271841027553094,-0.10874571769564013,-0.8720192089593771,-0.6684593469920186,0.055106124534208274
63,2.790298642846684,-2.436933783201763,4.071862951661065,0.36394621504714375,-0.9963423797860843,-0.10504569226344389
64,3.0019764911770572,0.8105949384479755,-0.2521543260273747,0.8200460145930609,-0.5441309933756814,-0.022693693258802945
