-1.229791229,-1.347143149,0.345329499,-0.444944099,-0.07105723,-0.137408419
-1.160507894,-1.347143149,0.345329499,-0.427006663,-0.07105723,-0.137408419
-0.883374553,-1.429278204,0.442411136,-0.409069227,-0.07105723,-0.137408419
-0.606241212,-1.429278204,0.539492773,-0.37299281,1.212861753,-0.137408419
-0.606241212,-1.429278204,0.539492773,-0.355055374,2.496780737,-0.137408419
-0.606241212,-1.511413259,0.539492773,-0.337117938,3.78069972,-0.137408419
-0.606241212,-1.511413259,0.63657441,-0.301041521,5.064618704,-0.137408419
-0.606241212,-1.429278204,0.733656047,-0.264965104,-0.07105723,-0.137408419
-0.675524548,-1.511413259,0.733656047,-0.228888688,-0.07105723,-0.137408419
-0.606241212,-1.429278204,0.830737684,-0.192812271,-0.07105723,-0.137408419
-0.606241212,-1.429278204,0.927819321,-0.129728928,1.212861753,-0.137408419
-0.675524548,-1.429278204,0.927819321,-0.066645584,-0.07105723,-0.137408419
-0.675524548,-1.429278204,0.927819321,-0.003562241,-0.07105723,-0.137408419
-0.675524548,-1.429278204,0.830737684,0.077458538,-0.07105723,-0.137408419
-0.744807883,-1.429278204,0.830737684,0.158479318,-0.07105723,-0.137408419
-0.744807883,-1.429278204,0.830737684,0.239500097,-0.07105723,-0.137408419
-0.744807883,-1.429278204,0.927819321,0.275576514,-0.07105723,-0.137408419
-0.675524548,-1.429278204,1.024900958,0.31165293,-0.07105723,-0.137408419
-0.675524548,-1.429278204,1.024900958,0.374736274,-0.07105723,-0.137408419
-0.675524548,-1.429278204,1.121982595,0.41081269,-0.07105723,-0.137408419
-0.606241212,-1.429278204,1.121982595,0.446889107,-0.07105723,-0.137408419
-0.606241212,-1.429278204,1.024900958,0.50997245,1.212861753,-0.137408419
-0.675524548,-1.511413259,1.121982595,0.573055793,2.496780737,-0.137408419
-0.675524548,-1.511413259,1.024900958,0.636139137,3.78069972,-0.137408419
-0.606241212,-1.511413259,1.024900958,0.69922248,5.064618704,-0.137408419
